original_path,new_path,action,reason,outcome_status,human_review_required
02-data-engineering/sql/quick-reference.md,13-reference/data-engineering/sql.md,move,Align with the target taxonomy and content-type placement.,Completed,false
02-data-engineering/sql/reference-guide.md,03-data-engineering/sql/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
02-data-engineering/sql/troubleshooting-guide.md,95-review-required/generated-scaffolding/03-data-engineering/sql/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
02-data-engineering/unity-catalog/README.md,03-data-engineering/unity-catalog/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
02-data-engineering/unity-catalog/architecture-overview.md,95-review-required/generated-scaffolding/03-data-engineering/unity-catalog/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
02-data-engineering/unity-catalog/best-practices.md,95-review-required/generated-scaffolding/03-data-engineering/unity-catalog/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
02-data-engineering/unity-catalog/business-context.md,95-review-required/generated-scaffolding/03-data-engineering/unity-catalog/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
02-data-engineering/unity-catalog/common-frameworks.md,95-review-required/generated-scaffolding/03-data-engineering/unity-catalog/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
02-data-engineering/unity-catalog/examples/README.md,95-review-required/generated-scaffolding/03-data-engineering/unity-catalog/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
02-data-engineering/unity-catalog/examples/example-01.md,95-review-required/generated-scaffolding/03-data-engineering/unity-catalog/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
02-data-engineering/unity-catalog/examples/example-scenario.md,95-review-required/generated-scaffolding/03-data-engineering/unity-catalog/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
02-data-engineering/unity-catalog/governance-checklist.md,95-review-required/generated-scaffolding/03-data-engineering/unity-catalog/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
02-data-engineering/unity-catalog/learning-path.md,14-learning-paths/data-engineering/unity-catalog.md,move,Align with the target taxonomy and content-type placement.,Completed,false
02-data-engineering/unity-catalog/quick-reference.md,13-reference/data-engineering/unity-catalog.md,move,Align with the target taxonomy and content-type placement.,Completed,false
02-data-engineering/unity-catalog/reference-guide.md,03-data-engineering/unity-catalog/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
02-data-engineering/unity-catalog/troubleshooting-guide.md,95-review-required/generated-scaffolding/03-data-engineering/unity-catalog/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/README.md,04-analytics-bi/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
03-analytics-bi/dashboards/README.md,04-analytics-bi/dashboards/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
03-analytics-bi/dashboards/architecture-overview.md,95-review-required/generated-scaffolding/04-analytics-bi/dashboards/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/dashboards/best-practices.md,95-review-required/generated-scaffolding/04-analytics-bi/dashboards/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/dashboards/business-context.md,95-review-required/generated-scaffolding/04-analytics-bi/dashboards/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/dashboards/common-frameworks.md,95-review-required/generated-scaffolding/04-analytics-bi/dashboards/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/dashboards/examples/README.md,95-review-required/generated-scaffolding/04-analytics-bi/dashboards/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/dashboards/examples/example-01.md,95-review-required/generated-scaffolding/04-analytics-bi/dashboards/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/dashboards/examples/example-scenario.md,95-review-required/generated-scaffolding/04-analytics-bi/dashboards/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/dashboards/governance-checklist.md,95-review-required/generated-scaffolding/04-analytics-bi/dashboards/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/dashboards/learning-path.md,14-learning-paths/analytics-bi/dashboards.md,move,Align with the target taxonomy and content-type placement.,Completed,false
